gMAncN40yUEnciPNd-eZAA,nan,nan,nan
CtXKeKjhT_SQVtgrvn8adQ,nan,nan,nan
OrCmBq4Y6CxpqIPCiuJiHg,1.4142135623730951,2.449489742783178,2.449489742783178
uO3TVZDarAE6CX7wtdqZpQ,nan,nan,nan
XqlitoOA--VapKJKB1dyMA,nan,nan,nan
BGGEU2Bvj1bdcN8AGofazQ,nan,nan,nan
JEr2hSk7uKYQmr6mIz0IUw,nan,nan,nan
We-dQX577sIhD1cBetTimw,nan,nan,nan
Wbew-2-6Vhx8nQ1FGmWbog,nan,nan,nan
0_-xkq0OFXuBIyv1jS8Rew,nan,nan,nan
AS2bAG-npVEnH0_6WBtgow,1.4142135623730951,1.4142135623730951,1.4142135623730951
y3cX-JuG8n206I7OnP7_hQ,1.0,2.8284271247461903,3.4641016151377544
-wi1dOMZqB3V7RP2ZdqOZA,nan,nan,nan
q5aKAq84A4DgyU7HQhz4IA,1.0,3.4641016151377544,2.8284271247461903
w2ntisggCzwnu_EuCIZz2g,1.4142135623730951,2.449489742783178,2.449489742783178
6aFiwWp79KcrIng51yGHfw,nan,nan,nan
trtp02ve5LMIbHWDFYgu9w,nan,nan,nan
PlXQJMhZzXwAoNnp99YDUg,nan,nan,nan
F6vqCZRhIqjIKsCUqvfRBA,1.4142135623730951,2.8284271247461903,2.8284271247461903
0-4nAq8wwLCppQOU5cYoJw,nan,nan,nan
Z1TAQ4k51s6VcfNXwnuWIg,nan,nan,nan
GVtlr8cbZn3WaFpp_JlW0Q,nan,nan,nan
Kq83kwN94HiGQcjZ8ZI5Bw,nan,nan,nan
f8uNmmy1nKY8B6ooA-hUsA,nan,nan,nan
cb8meoIGcYU4Wr48KV3rRQ,nan,nan,nan
1B4IKT1Cdm1j_BkH7EC6Gg,nan,nan,nan
H9o1UVTXyTpHb2YhFa7lpg,nan,nan,nan
Mere0_uEOiC6yGPasep9HQ,1.4142135623730951,2.0,2.0
AsX17pgo2nWRiSfl_w6U5A,nan,nan,nan
_wd6-o3_B4ADG0tM9M8UDQ,nan,nan,nan
L9abdwR91SkzVEJNpAb6bg,2.23606797749979,3.0,2.23606797749979
r1xSC1MVFr7gBesvrGnt3g,nan,nan,nan
KhRu7TyqHFr15kf2TNvTEw,nan,nan,nan
3EKDzYyCFaPgo2iPQEJfvw,nan,nan,nan
YyUDFcMPbBkVDToLgBFygw,nan,nan,nan
tjFfSkiSHSxm8uvNRPuXVQ,nan,nan,nan
AF0HZckXXBKkJywKKtZtiQ,1.0,3.1622776601683795,3.1622776601683795
_LoZqDs-Ai5f9duvSLykpw,nan,nan,nan
rEOOWYW-e-OOze9cHdmaMg,nan,nan,nan
3wTr01NXVRyc05G5kfQsnQ,0.0,2.0,2.0
WDX2aBwwURyyNN5fFtD1LA,nan,nan,nan
a3RIA9ag52egCNRv6K0-_w,nan,nan,nan
AYdJphFG9gu1fLjVtIDNqw,0.0,0.0,0.0
cAxqBLiOrRRBpey0yOkB5Q,nan,nan,nan
Ohn0JEjnHXsp92LnBRkZ1w,nan,nan,nan
4QnzJP-aUg5sLYEP30KnzQ,nan,nan,nan
bs5DnejKqc6XFJ_BAFYyvA,nan,nan,nan
xgjjidOXjncyCXQPBLEn-w,1.0,2.0,2.23606797749979
TwesGmSsa4UtxddJl9EP2Q,1.0,2.449489742783178,3.0
skpBa_pn_RxHFz1i3BE_0g,nan,nan,nan
56HrzaFh2WGH8yB50YBSvg,1.0,1.4142135623730951,1.4142135623730951
w0yV8aE6ROzWixLOpu1njg,0.0,2.23606797749979,3.605551275463989
NHY4mU-Bz16YEsnAeu8pwA,nan,2.449489742783178,2.449489742783178
NBJVYt7sO-2WDg3bPwBT0Q,0.0,2.0,1.7320508075688772
BCF9zJkbGukrl9DldTbtRA,1.0,1.4142135623730951,1.4142135623730951
W4Rc1xl4vR9u7uR0SfWrpA,nan,nan,nan
DfsV0Mh0iSyD8ozaIEAs9A,nan,nan,nan
9aIPSfVYbVuZsAimywh-QA,0.0,2.449489742783178,2.449489742783178
iDLbuKlcMx3k7lKg5MZMfw,nan,nan,nan
ypxkz2MRH1M3Grg44_jBJQ,nan,nan,nan
ni7mfYKCV-AZyK0w_BGdww,2.0,1.0,1.0
O9HqWDX4kzwfzs1yTt_IlA,1.4142135623730951,1.4142135623730951,1.4142135623730951
bYToHM2VC7NiqUm8FZwH6w,nan,nan,nan
PjGFb-QDKq8fd167OjTFbA,nan,nan,nan
clVxNV2CYaBUEw9A6-a2HQ,1.4142135623730951,1.4142135623730951,0.0
7edHxOKYn5UwGXafHGRlAw,nan,nan,nan
Udibu1rel-PEypMX-4TKdw,0.0,1.7320508075688772,2.8284271247461903
pBtqYmulIyNyMsxlyGTQAQ,0.0,1.0,2.0
yfSXjwTKBeTAYcPaiBP3iQ,nan,nan,nan
g75qLLmAr1Rp9OYMZUFzhQ,2.8284271247461903,2.8284271247461903,3.605551275463989
C4CnvOzmyGKL-JCTyW1VPA,nan,nan,nan
wGrd7vRKAwfOjKRaLVf2jg,nan,nan,nan
LejL9OOZ3pcWD8cg2Y5RjQ,1.4142135623730951,1.0,1.0
wn8q2TnrojovBANEEvtFxA,1.4142135623730951,1.4142135623730951,2.8284271247461903
OV5LBghowuWmpGnRnSSLJw,nan,nan,nan
TH98-FwzJHIn7OgY1wm9gQ,nan,nan,nan
